event_id,review_id,treated_repo,treated_path,adoption_date,adjudicated_carrier,adjudicated_components,control_repo,match_rank,match_distance,candidate_stage,exact_language,exact_owner_type,exact_star_cell,exact_pr_activity_cell,treated_primaryLanguage,control_primaryLanguage,treated_ownerType,control_ownerType,treated_seedStarCell,control_seedStarCell,treated_pr_activity_cell,control_pr_activity_cell,treated_stars,control_stars,treated_pull_requests_total,control_pull_requests_total,treated_issues_total,control_issues_total,treated_governance_maturity_score,control_governance_maturity_score,treated_age_days,control_age_days
FTE122,FCR-0071,brave/brave-core,CONTRIBUTING.md,2026-03-01T23:05:43Z,contributing_guide,disclosure;human_responsibility;verification_testing,openjdk/jfx,2,4.075452,language_owner,True,True,True,False,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,1000-2999,3209,3231,36143,2161,0,0,,,3104,2562
FTE122,FCR-0071,brave/brave-core,CONTRIBUTING.md,2026-03-01T23:05:43Z,contributing_guide,disclosure;human_responsibility;verification_testing,openxla/xla,3,4.126316,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,3209,4246,36143,41394,0,613,,,3104,1371
FTE122,FCR-0071,brave/brave-core,CONTRIBUTING.md,2026-03-01T23:05:43Z,contributing_guide,disclosure;human_responsibility;verification_testing,istio/proxy,4,4.648022,language_owner,True,True,False,False,C++,C++,Organization,Organization,1000-4999,200-999,10000+,3000-9999,3209,889,36143,6747,0,0,,,3104,3448
FTE122,FCR-0071,brave/brave-core,CONTRIBUTING.md,2026-03-01T23:05:43Z,contributing_guide,disclosure;human_responsibility;verification_testing,jasp-stats/jasp-desktop,5,4.880683,language_owner,True,True,False,False,C++,C++,Organization,Organization,1000-4999,200-999,10000+,3000-9999,3209,955,36143,4712,0,0,,,3104,4727
FTE123,FCR-0019,tidwall/tile38,CONTRIBUTING.md,2026-03-03T01:42:24Z,contributing_guide,restriction_or_ban,smallnest/rpcx,1,0.344852,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9629,8283,220,218,590,695,,,3720,3645
FTE123,FCR-0019,tidwall/tile38,CONTRIBUTING.md,2026-03-03T01:42:24Z,contributing_guide,restriction_or_ban,dop251/goja,2,0.392021,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9629,6851,220,182,590,467,,,3720,3475
FTE123,FCR-0019,tidwall/tile38,CONTRIBUTING.md,2026-03-03T01:42:24Z,contributing_guide,restriction_or_ban,dominikh/go-tools,3,0.709149,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9629,6781,220,182,590,1503,,,3720,3394
FTE123,FCR-0019,tidwall/tile38,CONTRIBUTING.md,2026-03-03T01:42:24Z,contributing_guide,restriction_or_ban,drakkan/sftpgo,4,0.82917,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9629,12019,220,330,590,1168,,,3720,2487
FTE123,FCR-0019,tidwall/tile38,CONTRIBUTING.md,2026-03-03T01:42:24Z,contributing_guide,restriction_or_ban,amacneil/dbmate,5,1.03653,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,9629,6876,220,469,590,214,,,3720,3820
FTE124,FCR-0127,micropython/micropython,.github/pull_request_template.md,2026-03-03T11:39:06Z,pr_template,disclosure;human_responsibility;process_requirement,FreeRDP/FreeRDP,1,0.62004,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,21678,13127,7776,7052,6047,5035,,,4525,5429
FTE124,FCR-0127,micropython/micropython,.github/pull_request_template.md,2026-03-03T11:39:06Z,pr_template,disclosure;human_responsibility;process_requirement,lvgl/lvgl,2,0.64183,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,21678,23462,7776,5701,6047,4331,,,4525,3624
FTE124,FCR-0127,micropython/micropython,.github/pull_request_template.md,2026-03-03T11:39:06Z,pr_template,disclosure;human_responsibility;process_requirement,openzfs/zfs,3,1.068383,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,21678,12168,7776,8646,6047,8942,,,4525,5992
FTE124,FCR-0127,micropython/micropython,.github/pull_request_template.md,2026-03-03T11:39:06Z,pr_template,disclosure;human_responsibility;process_requirement,fluent/fluent-bit,4,1.099323,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,21678,7824,7776,5858,6047,5430,,,4525,4122
FTE124,FCR-0127,micropython/micropython,.github/pull_request_template.md,2026-03-03T11:39:06Z,pr_template,disclosure;human_responsibility;process_requirement,redis/redis,5,1.288537,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,21678,74153,7776,7782,6047,6957,,,4525,6260
FTE125,FCR-0063,argoproj/argo-rollouts,.github/pull_request_template.md,2026-03-03T15:20:02Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,apache/dubbo-go,1,0.435466,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3462,4920,2886,2299,1446,961,6.0,6.0,2732,2833
FTE125,FCR-0063,argoproj/argo-rollouts,.github/pull_request_template.md,2026-03-03T15:20:02Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,CrunchyData/postgres-operator,2,0.518563,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3462,4402,2886,2330,1446,2144,6.0,6.0,2732,3360
FTE125,FCR-0063,argoproj/argo-rollouts,.github/pull_request_template.md,2026-03-03T15:20:02Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,maximhq/bifrost,3,1.198048,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3462,4631,2886,2561,1446,642,6.0,6.0,2732,418
FTE125,FCR-0063,argoproj/argo-rollouts,.github/pull_request_template.md,2026-03-03T15:20:02Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,moby/swarmkit,4,2.210449,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3462,3609,2886,2365,1446,850,6.0,4.0,2732,3741
FTE125,FCR-0063,argoproj/argo-rollouts,.github/pull_request_template.md,2026-03-03T15:20:02Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,devspace-sh/devspace,5,2.213438,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3462,4976,2886,2106,1446,1114,6.0,8.0,2732,2824
FTE126,FCR-0143,ptitSeb/box64,CONTRIBUTING.md,2026-03-05T09:43:40Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,hathach/tinyusb,1,1.456296,language_owner,True,True,True,True,C,C,User,User,5000-inf,5000-inf,1000-2999,1000-2999,5388,6775,2211,1793,1475,828,2.0,2.0,1987,4914
FTE126,FCR-0143,ptitSeb/box64,CONTRIBUTING.md,2026-03-05T09:43:40Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,bkaradzic/bgfx,2,2.089301,language_owner,True,True,True,True,C,C,User,User,5000-inf,5000-inf,1000-2999,1000-2999,5388,16999,2211,1683,1475,1609,2.0,3.0,1987,5150
FTE126,FCR-0143,ptitSeb/box64,CONTRIBUTING.md,2026-03-05T09:43:40Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,HansKristian-Work/vkd3d-proton,3,3.068584,language_owner,True,True,False,True,C,C,User,User,5000-inf,1000-4999,1000-2999,1000-2999,5388,2691,2211,1952,1475,1025,2.0,2.0,1987,2426
FTE126,FCR-0143,ptitSeb/box64,CONTRIBUTING.md,2026-03-05T09:43:40Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,earlephilhower/arduino-pico,4,3.079042,language_owner,True,True,False,True,C,C,User,User,5000-inf,1000-4999,1000-2999,1000-2999,5388,2786,2211,1391,1475,1216,2.0,2.0,1987,1901
FTE126,FCR-0143,ptitSeb/box64,CONTRIBUTING.md,2026-03-05T09:43:40Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,turanszkij/WickedEngine,5,3.45198,language_owner,True,True,True,False,C,C,User,User,5000-inf,5000-inf,1000-2999,0500-0999,5388,7021,2211,967,1475,614,2.0,1.0,1987,3978
FTE127,FCR-0260,openziti/zrok,CONTRIBUTING.md,2026-03-06T17:38:29Z,contributing_guide,agent_instruction_boundary;process_requirement,apache/dubbo-admin,1,1.334844,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4391,4050,527,639,714,767,,,1393,3042
FTE127,FCR-0260,openziti/zrok,CONTRIBUTING.md,2026-03-06T17:38:29Z,contributing_guide,agent_instruction_boundary;process_requirement,uptrace/bun,2,2.135708,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4391,4784,527,588,714,667,,2.0,1393,1834
FTE127,FCR-0260,openziti/zrok,CONTRIBUTING.md,2026-03-06T17:38:29Z,contributing_guide,agent_instruction_boundary;process_requirement,go-mysql-org/go-mysql,3,2.647075,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4391,4934,527,685,714,451,,2.0,1393,4462
FTE127,FCR-0260,openziti/zrok,CONTRIBUTING.md,2026-03-06T17:38:29Z,contributing_guide,agent_instruction_boundary;process_requirement,kubernetes/kubeadm,4,4.452579,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4391,3975,527,652,714,2635,,4.0,1393,3457
FTE127,FCR-0260,openziti/zrok,CONTRIBUTING.md,2026-03-06T17:38:29Z,contributing_guide,agent_instruction_boundary;process_requirement,modelcontextprotocol/go-sdk,5,7.445444,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4391,4479,527,552,714,352,,7.0,1393,383
FTE128,FCR-0052,StrikerX3/Ymir,CONTRIBUTING.md,2026-03-07T13:24:30Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,smplayer-dev/smplayer,1,0.86947,language_owner_star_prcell,True,True,True,True,C++,C++,User,User,200-999,200-999,0000-0099,0000-0099,890,992,73,54,760,674,,,378,1883
FTE128,FCR-0052,StrikerX3/Ymir,CONTRIBUTING.md,2026-03-07T13:24:30Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,Rosalie241/RMG,2,0.911253,language_owner_star_prcell,True,True,True,True,C++,C++,User,User,200-999,200-999,0000-0099,0000-0099,890,995,73,75,760,369,,,378,2067
FTE128,FCR-0052,StrikerX3/Ymir,CONTRIBUTING.md,2026-03-07T13:24:30Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,rednblkx/HomeKey-ESP32,3,1.127041,language_owner_star_prcell,True,True,True,True,C++,C++,User,User,200-999,200-999,0000-0099,0000-0099,890,944,73,44,760,166,,,378,882
FTE128,FCR-0052,StrikerX3/Ymir,CONTRIBUTING.md,2026-03-07T13:24:30Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,eyalroz/cuda-api-wrappers,4,1.398081,language_owner_star_prcell,True,True,True,True,C++,C++,User,User,200-999,200-999,0000-0099,0000-0099,890,885,73,58,760,701,,,378,3468
FTE128,FCR-0052,StrikerX3/Ymir,CONTRIBUTING.md,2026-03-07T13:24:30Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,CookiePLMonster/SilentPatch,5,1.847455,language_owner_star_prcell,True,True,True,True,C++,C++,User,User,200-999,200-999,0000-0099,0000-0099,890,926,73,14,760,323,,,378,2362
FTE129,FCR-0107,intelowlproject/IntelOwl,.github/pull_request_template.md,2026-03-08T07:45:39Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,amundsen-io/amundsen,1,0.597735,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4560,4762,2852,1613,767,687,7.0,7.0,2323,2554
FTE129,FCR-0107,intelowlproject/IntelOwl,.github/pull_request_template.md,2026-03-08T07:45:39Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,ModelEngine-Group/nexent,2,1.0534,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4560,4401,2852,1579,767,1176,7.0,7.0,2323,378
FTE129,FCR-0107,intelowlproject/IntelOwl,.github/pull_request_template.md,2026-03-08T07:45:39Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,cartography-cncf/cartography,3,1.12702,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4560,3868,2852,2122,767,599,7.0,8.0,2323,2630
FTE129,FCR-0107,intelowlproject/IntelOwl,.github/pull_request_template.md,2026-03-08T07:45:39Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,mesa/mesa,4,1.437669,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4560,3628,2852,2165,767,1087,7.0,6.0,2323,4252
FTE129,FCR-0107,intelowlproject/IntelOwl,.github/pull_request_template.md,2026-03-08T07:45:39Z,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,gee-community/geemap,5,1.470922,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4560,3936,2852,1041,767,677,7.0,6.0,2323,2255
FTE131,FCR-0168,timescale/timescaledb,CONTRIBUTING.md,2026-03-11T10:52:01Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,lvgl/lvgl,1,0.670513,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,22569,23462,6368,5701,3211,4331,,,3352,3624
FTE131,FCR-0168,timescale/timescaledb,CONTRIBUTING.md,2026-03-11T10:52:01Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,RediSearch/RediSearch,2,1.143396,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,22569,6122,6368,7852,3211,1594,,,3352,3658
FTE131,FCR-0168,timescale/timescaledb,CONTRIBUTING.md,2026-03-11T10:52:01Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,RT-Thread/rt-thread,3,1.223257,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,22569,11948,6368,9441,3211,1803,,,3352,4877
FTE131,FCR-0168,timescale/timescaledb,CONTRIBUTING.md,2026-03-11T10:52:01Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,tianocore/edk2,4,1.482751,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,22569,5970,6368,7856,3211,4386,,,3352,5506
FTE131,FCR-0168,timescale/timescaledb,CONTRIBUTING.md,2026-03-11T10:52:01Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,redis/redis,5,2.18219,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,22569,74153,6368,7782,3211,6957,,,3352,6260
FTE132,FCR-0067,audreyfeldroy/cookiecutter-pypackage,.github/pull_request_template.md,2026-03-13T12:57:09Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,ourownstory/neural_prophet,1,1.754766,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0500-0999,0500-0999,4563,4272,713,831,199,572,8.0,7.0,4684,2198
FTE132,FCR-0067,audreyfeldroy/cookiecutter-pypackage,.github/pull_request_template.md,2026-03-13T12:57:09Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,yihong0618/running_page,2,5.438479,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0500-0999,0500-0999,4563,4448,713,634,199,436,8.0,3.0,4684,2062
FTE132,FCR-0067,audreyfeldroy/cookiecutter-pypackage,.github/pull_request_template.md,2026-03-13T12:57:09Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,midoks/mdserver-web,3,6.329445,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0500-0999,0500-0999,4563,4497,713,563,199,0,8.0,3.0,4684,2799
FTE132,FCR-0067,audreyfeldroy/cookiecutter-pypackage,.github/pull_request_template.md,2026-03-13T12:57:09Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,Blaizzy/mlx-vlm,4,6.628346,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0500-0999,0500-0999,4563,4583,713,594,199,493,8.0,2.0,4684,755
FTE132,FCR-0067,audreyfeldroy/cookiecutter-pypackage,.github/pull_request_template.md,2026-03-13T12:57:09Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,runhey/OnmyojiAutoScript,5,6.636689,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0500-0999,0500-0999,4563,4094,713,696,199,824,8.0,2.0,4684,1109
FTE133,FCR-0134,openwallet-foundation/bifold-wallet,CONTRIBUTING,2026-03-13T19:15:10Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,hirosystems/stacks-blockchain-api,1,0.741875,language_owner,True,True,True,True,TypeScript,TypeScript,Organization,Organization,50-199,50-199,1000-2999,1000-2999,192,191,1508,1561,308,942,,,2012,2286
FTE133,FCR-0134,openwallet-foundation/bifold-wallet,CONTRIBUTING,2026-03-13T19:15:10Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,rokucommunity/brighterscript,2,0.862289,language_owner,True,True,True,True,TypeScript,TypeScript,Organization,Organization,50-199,50-199,1000-2999,1000-2999,192,196,1508,1009,308,657,,,2012,2610
FTE133,FCR-0134,openwallet-foundation/bifold-wallet,CONTRIBUTING,2026-03-13T19:15:10Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,denoland/docs,3,1.008427,language_owner,True,True,True,True,TypeScript,TypeScript,Organization,Organization,50-199,50-199,1000-2999,1000-2999,192,192,1508,1763,308,1195,,,2012,1014
FTE133,FCR-0134,openwallet-foundation/bifold-wallet,CONTRIBUTING,2026-03-13T19:15:10Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,Uniswap/routing-api,4,1.09238,language_owner,True,True,True,True,TypeScript,TypeScript,Organization,Organization,50-199,50-199,1000-2999,1000-2999,192,199,1508,1328,308,55,,,2012,1791
FTE133,FCR-0134,openwallet-foundation/bifold-wallet,CONTRIBUTING,2026-03-13T19:15:10Z,contributing_guide,human_responsibility;restriction_or_ban;verification_testing,rainbow-me/browser-extension,5,1.18747,language_owner,True,True,True,True,TypeScript,TypeScript,Organization,Organization,50-199,50-199,1000-2999,1000-2999,192,192,1508,2198,308,66,,,2012,1320
FTE134,FCR-0209,janet-lang/janet,CONTRIBUTING.md,2026-03-15T04:13:29Z,contributing_guide,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,libbpf/libbpf,1,1.289873,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4238,2689,647,613,805,351,3.0,2.0,3349,2770
FTE134,FCR-0209,janet-lang/janet,CONTRIBUTING.md,2026-03-15T04:13:29Z,contributing_guide,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,pgbackrest/pgbackrest,2,1.333033,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4238,3937,647,742,805,2024,3.0,4.0,3349,4564
FTE134,FCR-0209,janet-lang/janet,CONTRIBUTING.md,2026-03-15T04:13:29Z,contributing_guide,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,espruino/Espruino,3,1.445357,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4238,2950,647,867,805,1822,3.0,4.0,3349,4610
FTE134,FCR-0209,janet-lang/janet,CONTRIBUTING.md,2026-03-15T04:13:29Z,contributing_guide,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,riscv-collab/riscv-gnu-toolchain,4,2.307103,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4238,4471,647,605,805,1246,3.0,1.0,3349,4263
FTE134,FCR-0209,janet-lang/janet,CONTRIBUTING.md,2026-03-15T04:13:29Z,contributing_guide,disclosure;human_responsibility;maintainer_review_discretion;restriction_or_ban,FalkorDB/FalkorDB,5,2.362693,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4238,4328,647,791,805,1077,3.0,5.0,3349,1026
FTE135,FCR-0084,dlvhdr/gh-dash,CONTRIBUTING.md,2026-03-15T15:24:51Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,a-h/templ,1,0.520117,language_owner,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0500-0999,0500-0999,11576,10285,505,515,287,640,,,1670,1857
FTE135,FCR-0084,dlvhdr/gh-dash,CONTRIBUTING.md,2026-03-15T15:24:51Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,yorukot/superfile,2,0.781998,language_owner,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0500-0999,0500-0999,11576,17293,505,819,287,530,,,1670,783
FTE135,FCR-0084,dlvhdr/gh-dash,CONTRIBUTING.md,2026-03-15T15:24:51Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,TwiN/gatus,3,0.8617,language_owner,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0500-0999,0500-0999,11576,10876,505,829,287,697,,,1670,2441
FTE135,FCR-0084,dlvhdr/gh-dash,CONTRIBUTING.md,2026-03-15T15:24:51Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,jeessy2/ddns-go,4,1.105931,language_owner,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0500-0999,0500-0999,11576,16737,505,525,287,969,,,1670,2084
FTE135,FCR-0084,dlvhdr/gh-dash,CONTRIBUTING.md,2026-03-15T15:24:51Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,cshum/imagor,5,3.145312,language_owner,True,True,False,True,Go,Go,User,User,5000-inf,1000-4999,0500-0999,0500-0999,11576,3941,505,603,287,200,,,1670,1822
FTE136,FCR-0095,go-swagger/go-swagger,.github/CONTRIBUTING.md,2026-03-16T14:57:06Z,contributing_guide,authorship_or_provenance;restriction_or_ban;security_reporting,blevesearch/bleve,1,0.624976,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,9975,11021,1284,1450,1984,854,,,4194,4407
FTE136,FCR-0095,go-swagger/go-swagger,.github/CONTRIBUTING.md,2026-03-16T14:57:06Z,contributing_guide,authorship_or_provenance;restriction_or_ban;security_reporting,kubernetes/kompose,2,0.641365,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,9975,10522,1284,1261,1984,839,,,4194,3605
FTE136,FCR-0095,go-swagger/go-swagger,.github/CONTRIBUTING.md,2026-03-16T14:57:06Z,contributing_guide,authorship_or_provenance;restriction_or_ban;security_reporting,btcsuite/btcd,3,0.743559,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,9975,6684,1284,1587,1984,853,,,4194,4661
FTE136,FCR-0095,go-swagger/go-swagger,.github/CONTRIBUTING.md,2026-03-16T14:57:06Z,contributing_guide,authorship_or_provenance;restriction_or_ban;security_reporting,google/go-cloud,4,0.863448,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,9975,9872,1284,2360,1984,1265,,,4194,2973
FTE136,FCR-0095,go-swagger/go-swagger,.github/CONTRIBUTING.md,2026-03-16T14:57:06Z,contributing_guide,authorship_or_provenance;restriction_or_ban;security_reporting,aquasecurity/kube-bench,5,0.967042,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,9975,8041,1284,1390,1984,508,,,4194,3248
FTE137,FCR-0228,skarnet/s6,CONTRIBUTING,2026-03-16T21:09:38Z,contributing_guide,restriction_or_ban,peterantypas/maiana,1,0.886793,language_owner_star_prcell,True,True,True,True,C,C,User,User,200-999,200-999,0000-0099,0000-0099,924,429,8,5,33,60,,,4090,3634
FTE137,FCR-0228,skarnet/s6,CONTRIBUTING,2026-03-16T21:09:38Z,contributing_guide,restriction_or_ban,signalwareltd/rtl_tcp_andro-,2,0.910303,language_owner_star_prcell,True,True,True,True,C,C,User,User,200-999,200-999,0000-0099,0000-0099,924,418,8,6,33,44,,,4090,4870
FTE137,FCR-0228,skarnet/s6,CONTRIBUTING,2026-03-16T21:09:38Z,contributing_guide,restriction_or_ban,zjupure/GlideWebpDecoder,3,1.057555,language_owner_star_prcell,True,True,True,True,C,C,User,User,200-999,200-999,0000-0099,0000-0099,924,789,8,11,33,128,,,4090,3071
FTE137,FCR-0228,skarnet/s6,CONTRIBUTING,2026-03-16T21:09:38Z,contributing_guide,restriction_or_ban,ufrisk/LeechCore,4,1.076305,language_owner_star_prcell,True,True,True,True,C,C,User,User,200-999,200-999,0000-0099,0000-0099,924,879,8,15,33,52,,,4090,2657
FTE137,FCR-0228,skarnet/s6,CONTRIBUTING,2026-03-16T21:09:38Z,contributing_guide,restriction_or_ban,agraef/purr-data,5,1.180316,language_owner_star_prcell,True,True,True,True,C,C,User,User,200-999,200-999,0000-0099,0000-0099,924,705,8,26,33,43,,,4090,3345
FTE138,FCR-0297,amnweb/yasb,docs/Contributing.md,2026-03-17T12:16:33Z,contributing_guide,human_responsibility;restriction_or_ban,MilesCranmer/PySR,1,0.709438,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0100-0499,0100-0499,4767,3533,362,372,369,317,4.0,4.0,677,2065
FTE138,FCR-0297,amnweb/yasb,docs/Contributing.md,2026-03-17T12:16:33Z,contributing_guide,human_responsibility;restriction_or_ban,VRSEN/agency-swarm,2,0.976247,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0100-0499,0100-0499,4767,4254,362,428,369,167,4.0,4.0,677,907
FTE138,FCR-0297,amnweb/yasb,docs/Contributing.md,2026-03-17T12:16:33Z,contributing_guide,human_responsibility;restriction_or_ban,blocklistproject/Lists,3,1.504183,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0100-0499,0100-0499,4767,4805,362,268,369,1132,4.0,5.0,677,2164
FTE138,FCR-0297,amnweb/yasb,docs/Contributing.md,2026-03-17T12:16:33Z,contributing_guide,human_responsibility;restriction_or_ban,chenyme/grok2api,4,1.668835,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0100-0499,0100-0499,4767,4696,362,167,369,353,4.0,3.0,677,213
FTE138,FCR-0297,amnweb/yasb,docs/Contributing.md,2026-03-17T12:16:33Z,contributing_guide,human_responsibility;restriction_or_ban,NewFuture/DDNS,5,1.778943,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,1000-4999,1000-4999,0100-0499,0100-0499,4767,4662,362,303,369,355,4.0,3.0,677,3622
